key,title,authors,year,journal,publisher,citations,url,tool
lekschas2018pattern,Pattern-Driven Navigation in 2D Multiscale Visual Spaces with Scalable Insets,"Lekschas, Fritz and Behrisch, Michael and Bach, Benjamin and Kerpedjiev, Peter and Gehlenborg, Nils and Pfister, Hanspeter",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/04/15/301036.abstract,HiGlass
kerpedjiev2017higlass,HiGlass: Web-based visual comparison and exploration of genome interaction maps. bioRxiv 121889,"Kerpedjiev, P and Abdennur, N and Lekschas, F and McCallum, C and Dinkla, K and Strobelt, H and Luber, JM and Ouellette, SB and Ahzir, A and Kumar, N and others",2017,,,3,,HiGlass
wolff2018galaxy,"Galaxy HiCExplorer: a web server for reproducible Hi-C data analysis, quality control and visualization","Wolff, Joachim and Bhardwaj, Vivek and Nothjunge, Stephan and Richard, Gautier and Renschler, Gina and Gilsbach, Ralf and Manke, Thomas and Backofen, Rolf and Ram{\'\i}rez, Fidel and Gr{\""u}ning, Bj{\""o}rn A",2018,Nucleic acids research,,0,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gky504/5036837,HiCExplorer
ramirez2018high,High-resolution TADs reveal DNA sequences underlying genome organization in flies,"Ram{\'\i}rez, Fidel and Bhardwaj, Vivek and Arrigoni, Laura and Lam, Kin Chung and Gr{\""u}ning, Bj{\""o}rn A and Villaveces, Jos{\'e} and Habermann, Bianca and Akhtar, Asifa and Manke, Thomas",2018,Nature communications,Nature Publishing Group,15,https://www.nature.com/articles/s41467-017-02525-w,HiCExplorer
akdemir2015hicplotter,HiCPlotter integrates genomic data with interaction matrices,"Akdemir, Kadir Caner and Chin, Lynda",2015,Genome biology,BioMed Central,21,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0767-1,HiCPlotter
kumar2017genome,"Genome contact map explorer: a platform for the comparison, interactive visualization and analysis of genome contact maps","Kumar, Rajendra and Sobhy, Haitham and Stenberg, Per and Lizana, Ludvig",2017,Nucleic acids research,Oxford University Press,2,https://academic.oup.com/nar/article-abstract/45/17/e152/4057727,gcMapExplorer
phanstiel2014sushi,"Sushi. R: flexible, quantitative and integrative genomic visualizations for publication-quality multi-panel figures","Phanstiel, Douglas H and Boyle, Alan P and Araya, Carlos L and Snyder, Michael P",2014,Bioinformatics,Oxford University Press,42,https://academic.oup.com/bioinformatics/article-abstract/30/19/2808/2422209,Sushi.R
paulsen2014hibrowse,HiBrowse: multi-purpose statistical analysis of genome-wide chromatin 3D organization,"Paulsen, Jonas and Sandve, Geir Kjetil and Gundersen, Sveinung and Lien, Tonje G and Trengereid, Kai and Hovig, Eivind",2014,Bioinformatics,Oxford University Press,26,https://academic.oup.com/bioinformatics/article-abstract/30/11/1620/283562,HiBrowse
martin2017hugin,HUGIn: Hi-C unifying genomic interrogator,"Martin, Joshua S and Xu, Zheng and Reiner, Alex P and Mohlke, Karen L and Sullivan, Patrick and Ren, Bing and Hu, Ming and Li, Yun",2017,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/33/23/3793/3861336,HUGIn
harmston2015genomicinteractions,GenomicInteractions: An R/Bioconductor package for manipulating and investigating chromatin interaction data,"Harmston, Nathan and Ing-Simmons, Elizabeth and Perry, Malcolm and Bare{\v{s}}i{\'c}, Anja and Lenhard, Boris",2015,BMC genomics,BioMed Central,10,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-015-2140-x,GenomicInteractions
sato2015chromcontact,ChromContact: a web tool for analyzing spatial contact of chromosomes from Hi-C data,"Sato, Tetsuya and Suyama, Mikita",2015,BMC genomics,BioMed Central,5,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-015-2282-x,ChromContact
lun2015diffhic,diffHic: a Bioconductor package to detect differential genomic interactions in Hi-C data,"Lun, Aaron TL and Smyth, Gordon K",2015,BMC bioinformatics,BioMed Central,41,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-015-0683-0,diffHic
georgiou2016fluff,fluff: exploratory analysis and visualization of high-throughput sequencing data,"Georgiou, Georgios and van Heeringen, Simon J",2016,PeerJ,PeerJ Inc.,2,https://peerj.com/articles/2209/?utm_source=TrendMD&utm_campaign=PeerJ_TrendMD_1&utm_medium=TrendMD,fluff
mackay2018graphi,GrapHi-C: graph-based visualization of Hi-C datasets,"MacKay, Kimberly and Kusalik, Anthony and Eskiw, Christopher H",2018,BMC research notes,BioMed Central,0,https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-018-3507-2,GrapHi-C
djekidel2017hic,HiC-3DViewer: a new tool to visualize Hi-C data in 3D space,"Djekidel, Mohamed Nadhir and Wang, Mengjie and Zhang, Michael Q and Gao, Juntao",2017,Quantitative Biology,Springer,2,https://link.springer.com/article/10.1007/s40484-017-0091-8,HiC-3DViewer
lekschas2017hipiler,HiPiler: visual exploration of large genome interaction matrices with interactive small multiples,"Lekschas, Fritz and Bach, Benjamin and Kerpedjiev, Peter and Gehlenborg, Nils and Pfister, Hanspeter",2017,IEEE Transactions on Visualization \& Computer Graphics,IEEE,8,https://ieeexplore.ieee.org/iel7/2945/4359476/08017587.pdf,HiPiler
zhang2017hicplus,HiCPlus: resolution enhancement of Hi-C interaction heatmap,"Zhang, Yan and An, Lin and Hu, Ming and Tang, Jijun and Yue, Feng",2017,bioRxiv,Cold Spring Harbor Laboratory,2,https://www.biorxiv.org/content/early/2017/03/01/112631.abstract,HiCPlus
bass2013using,Using networks to measure similarity between genes: association index selection,"Bass, Juan I Fuxman and Diallo, Alos and Nelson, Justin and Soto, Juan M and Myers, Chad L and Walhout, Albertha JM",2013,Nature methods,Nature Publishing Group,65,https://www.nature.com/nmeth/journal/v10/n12/abs/nmeth.2728.html,GAIN
lu2017cafe,CAFE: a C celerated A lignment-F r E e sequence analysis,"Lu, Yang Young and Tang, Kujin and Ren, Jie and Fuhrman, Jed A and Waterman, Michael S and Sun, Fengzhu",2017,Nucleic acids research,Oxford University Press,9,https://academic.oup.com/nar/article-abstract/45/W1/W554/3791208,CAFE
orakov2017asar,ASAR: visual analysis of metagenomes in R,"Orakov, Askarbek N and Sakenova, Nazgul K and Sorokin, Anatoly and Goryanin, Igor I",2017,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/article-abstract/34/8/1404/4683460,ASAR
wagner2018metaviz,Metaviz: interactive statistical and visual analysis of metagenomic data,"Wagner, Justin and Chelaru, Florin and Kancherla, Jayaram and Paulson, Joseph N and Zhang, Alexander and Felix, Victor and Mahurkar, Anup and Elmqvist, Niklas and Corrada Bravo, H{\'e}ctor",2018,Nucleic acids research,Oxford University Press,8,https://academic.oup.com/nar/article-abstract/46/6/2777/4909991,Metaviz
pavlopoulos2013meander,Meander: visually exploring the structural variome using space-filling curves,"Pavlopoulos, Georgios A and Kumar, Parveen and Sifrim, Alejandro and Sakai, Ryo and Lin, Meng Lay and Voet, Thierry and Moreau, Yves and Aerts, Jan",2013,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/41/11/e118/2411219,Meander
anders2009visualization,Visualization of genomic data with the Hilbert curve,"Anders, Simon",2009,Bioinformatics,Oxford University Press,55,https://academic.oup.com/bioinformatics/article-abstract/25/10/1231/270493,HilbertVis
gu2016hilbertcurve,HilbertCurve: an R/Bioconductor package for high-resolution visualization of genomic data,"Gu, Zuguang and Eils, Roland and Schlesner, Matthias",2016,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/32/15/2372/1743779,HilbertCurve
o2013plogo,pLogo: a probabilistic approach to visualizing sequence motifs,"O'shea, Joseph P and Chou, Michael F and Quader, Saad A and Ryan, James K and Church, George M and Schwartz, Daniel",2013,Nature methods,Nature Publishing Group,111,https://www.nature.com/nmeth/journal/v10/n12/abs/nmeth.2646.html,pLogo
maddelein2015icelogo,The iceLogo web server and SOAP service for determining protein consensus sequences,"Maddelein, Davy and Colaert, Niklaas and Buchanan, Iain and Hulstaert, Niels and Gevaert, Kris and Martens, Lennart",2015,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/43/W1/W543/2467894,iceLogo
colaert2009improved,Improved visualization of protein consensus sequences by iceLogo,"Colaert, Niklaas and Helsens, Kenny and Martens, Lennart and Vandekerckhove, Joel and Gevaert, Kris",2009,Nature methods,Nature Publishing Group,340,https://www.nature.com/articles/nmeth1109-786,iceLogo
crooks2004weblogo,WebLogo: a sequence logo generator,"Crooks, Gavin E and Hon, Gary and Chandonia, John-Marc and Brenner, Steven E",2004,Genome research,Cold Spring Harbor Lab,6733,http://genome.cshlp.org/content/14/6/1188.full.,WebLogo
workman2005enologos,enoLOGOS: a versatile web tool for energy normalized sequence logos,"Workman, Christopher T and Yin, Yutong and Corcoran, David L and Ideker, Trey and Stormo, Gary D and Benos, Panayiotis V",2005,Nucleic acids research,Oxford University Press,215,https://academic.oup.com/nar/article-abstract/33/suppl_2/W389/2505611,enoLOGOS
thomsen2012seq2logo,"Seq2Logo: a method for construction and visualization of amino acid binding motifs and sequence profiles including sequence weighting, pseudo counts and two-sided representation of amino acid enrichment and depletion","Thomsen, Martin Christen Fr{\o}lund and Nielsen, Morten",2012,Nucleic acids research,Oxford University Press,132,https://academic.oup.com/nar/article-abstract/40/W1/W281/1076274,Seq2Logo
wu2017k,k pLogo: positional k-mer analysis reveals hidden specificity in biological sequences,"Wu, Xuebing and Bartel, David P",2017,Nucleic acids research,Oxford University Press,6,https://academic.oup.com/nar/article-abstract/45/W1/W534/3782598,kpLogo
vacic2006two,Two Sample Logo: a graphical representation of the differences between two sets of sequence alignments,"Vacic, Vladimir and Iakoucheva, Lilia M and Radivojac, Predrag",2006,Bioinformatics,Oxford University Press,236,https://academic.oup.com/bioinformatics/article-abstract/22/12/1536/207720,Two Sample Logo
dutilh2011facil,FACIL: fast and accurate genetic code inference and logo,"Dutilh, Bas E and Jurgelenaite, Rasa and Szklarczyk, Radek and van Hijum, Sacha AFT and Harhangi, Harry R and Schmid, Markus and de Wild, Bart and Fran{\c{c}}oijs, Kees- Jan and Stunnenberg, Hendrik G and Strous, Marc and others",2011,Bioinformatics,Oxford University Press,17,https://academic.oup.com/bioinformatics/article-abstract/27/14/1929/194977,FACIL genetic code prediction tool
wagih2017ggseqlogo,ggseqlogo: a versatile R package for drawing sequence logos,"Wagih, Omar",2017,Bioinformatics,Oxford University Press,9,https://academic.oup.com/bioinformatics/article-abstract/33/22/3645/3980251,ggseqlogo
yu2014log,Log-odds sequence logos,"Yu, Yi-Kuo and Capra, John A and Stojmirovi{\'c}, Aleksandar and Landsman, David and Altschul, Stephen F",2014,Bioinformatics,Oxford University Press,5,https://academic.oup.com/bioinformatics/article-abstract/31/3/324/2365439,LogOddsLogo
waese2016gene,Gene Slider: sequence logo interactive data-visualization for education and research,"Waese, Jamie and Pasha, Asher and Wang, Ting Ting and van Weringh, Anna and Guttman, David S and Provart, Nicholas J",2016,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/article-abstract/32/23/3670/2525639,Gene Slider
wheeler2014skylign,"Skylign: a tool for creating informative, interactive logos representing sequence alignments and profile hidden Markov models","Wheeler, Travis J and Clements, Jody and Finn, Robert D",2014,BMC bioinformatics,BioMed Central,88,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-7,Skylign
dey2017new,A new sequence logo plot to highlight enrichment and depletion,"Dey, Kushal K and Xie, Dongyue and Stephens, Matthew",2017,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2017/11/29/226597.abstract,Logolas
yabin2017dnalogo,DNAlogo: a smart mini application for generating DNA sequence logos,"Yabin, GUO",2017,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2017/08/30/096933.abstract,DNAlogo
ye2017circularlogo,CircularLogo: A lightweight web application to visualize intra-motif dependencies,"Ye, Zhenqing and Ma, Tao and Kalmbach, Michael T and Dasari, Surendra and Kocher, Jean-Pierre A and Wang, Liguo",2017,BMC bioinformatics,BioMed Central,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1680-2,CircularLogo
conway2017upsetr,UpSetR: an R package for the visualization of intersecting sets and their properties,"Conway, Jake R and Lex, Alexander and Gehlenborg, Nils",2017,Bioinformatics,Oxford University Press,39,https://academic.oup.com/bioinformatics/article-abstract/33/18/2938/3884387,UpSet
lex2014upset,UpSet: visualization of intersecting sets,"Lex, Alexander and Gehlenborg, Nils and Strobelt, Hendrik and Vuillemot, Romain and Pfister, Hanspeter",2014,IEEE transactions on visualization and computer graphics,IEEE,164,https://ieeexplore.ieee.org/abstract/document/6876017/,UpSet
hulsen2008biovenn,BioVenn--a web application for the comparison and visualization of biological lists using area-proportional Venn diagrams,"Hulsen, Tim and de Vlieg, Jacob and Alkema, Wynand",2008,BMC genomics,BioMed Central,494,https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-9-488,BioVenn
ignatchenko2015venndis,VennDIS: A JavaFX-based Venn and Euler diagram software to generate publication quality figures,"Ignatchenko, Vladimir and Ignatchenko, Alexandr and Sinha, Ankit and Boutros, Paul C and Kislinger, Thomas",2015,Proteomics,Wiley Online Library,16,https://onlinelibrary.wiley.com/doi/full/10.1002/pmic.201400320,VennDIS
heberle2015interactivenn,InteractiVenn: a web-based tool for the analysis of sets through Venn diagrams,"Heberle, Henry and Meirelles, Gabriela Vaz and da Silva, Felipe R and Telles, Guilherme P and Minghim, Rosane",2015,BMC bioinformatics,BioMed Central,138,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-015-0611-3,InteractiVenn
bardou2014jvenn,jvenn: an interactive Venn diagram viewer,"Bardou, Philippe and Mariette, J{\'e}r{\^o}me and Escudi{\'e}, Fr{\'e}d{\'e}ric and Djemiel, Christophe and Klopp, Christophe",2014,BMC bioinformatics,BioMed Central,158,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-293,jvenn
caboche2017micra,MICRA: an automatic pipeline for fast characterization of microbial genomes from high-throughput sequencing data,"Caboche, S{\'e}gol{\`e}ne and Even, Ga{\""e}l and Loywick, Alexandre and Audebert, Christophe and Hot, David",2017,Genome biology,BioMed Central,0,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1367-z,MICRA
wang2015orthovenn,OrthoVenn: a web server for genome wide comparison and annotation of orthologous clusters across multiple species,"Wang, Yi and Coleman-Derr, Devin and Chen, Guoping and Gu, Yong Q",2015,Nucleic acids research,Oxford University Press,97,https://academic.oup.com/nar/article-abstract/43/W1/W78/2467932,OrthoVenn
martin2012vennture,VENNTURE--a novel Venn diagram investigational tool for multiple pharmacological dataset analysis,"Martin, Bronwen and Chadwick, Wayne and Yi, Tie and Park, Sung-Soo and Lu, Daoyuan and Ni, Bin and Gadkaree, Shekhar and Farhang, Kathleen and Becker, Kevin G and Maudsley, Stuart",2012,Plos one,Public Library of Science,50,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0036911,VENNTURE
jose2018nvenn,"nVenn: Generalized, quasi-proportional Venn and Euler diagrams","Jose, G and Araujo-Voces, Miguel and Quesada, V{\i}ctor",2018,Bioinformatics,,0,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty109/24340504/bty109.pdf,nVenn
